14.5,9.5,1.1261261261,0.6910850035,0.4784688995,0.4246284501,0.4627487274,0.5614823133,0.7127583749
15.5,10.5,0.9425070688,0.4430660168,0.3120124805,0.3005710851,0.3526093089,0.4578754579,0.6261740764
16.5,11.5,0.5434782609,0.2796420582,0.1892147588,0.1885725061,0.2344116268,0.3182686187,0.4264392324
17.5,12.5,0.6821282401,0.2767017156,0.1349527665,0.1235025318,0.1551349674,0.2079434394,0.252652855
18.5,13.5,0.6844626968,0.1793078716,0.1020929045,0.1095890411,0.1491869312,0.2036245164,0.241021933
19.5,14.5,1.7667844523,0.9803921569,0.374251497,0.2686005909,0.2854695975,0.3496503497,0.4198152813
20.5,15.5,1.138952164,0.7320644217,0.4694835681,0.4539264639,0.5359056806,0.6743088334,0.8554319932
21.5,16.5,1.4104372355,1.2121212121,0.8605851979,0.8230452675,0.9310986965,1.1273957159,1.4184397163
22.5,17.5,1.1123470523,1.3351134846,1.3458950202,1.3386880857,1.3755158184,1.4992503748,1.733102253
23.5,18.5,0.7923930269,0.8196721311,1.4492753623,1.7985611511,1.7699115044,1.7123287671,1.7605633803
24.5,19.5,0.7012622721,0.4370629371,1.3812154696,2.2271714922,2.1505376344,1.8761726079,1.7361111111
25.5,20.5,0.6218905473,0.4334633723,1.4947683109,2.5706940874,2.4752475248,2.0366598778,1.7699115044
26.5,21.5,0.7097232079,0.4847309743,1.6051364366,2.7700831025,2.6954177898,2.2123893805,1.872659176
27.5,22.5,0.705716302,0.7496251874,1.9120458891,2.915451895,2.8653295129,2.4213075061,2.0661157025
28.5,23.5,0.6802721088,1.5625,2.6737967914,3.2573289902,3.1446540881,2.7548209366,2.4038461538
29.5,24.5,0.7836990596,2.2831050228,3.2467532468,3.6363636364,3.5587188612,3.2573289902,2.9411764706
30.5,25.5,0.777000777,2.4691358025,3.4364261168,3.861003861,3.937007874,3.7735849057,3.5587188612
31.5,26.5,1.0235414534,2.2421524664,3.2786885246,3.8461538462,4.0816326531,4.1152263374,4.0322580645
32.5,27.5,1.7793594306,2.9761904762,4.048582996,4.2735042735,4.3103448276,4.3668122271,4.4052863436
33.5,28.5,1.138952164,4.7619047619,6.1728395062,5.5248618785,5.0251256281,4.9261083744,4.9504950495
34.5,29.5,2.4096385542,4.347826087,7.2463768116,7.3529411765,6.5359477124,6.0606060606,5.9523809524
35.5,30.5,1.4124293785,6.0606060606,12.5,12.0481927711,9.4339622642,7.9365079365,7.3529411765
36.5,31.5,1.0256410256,5.4945054945,14.2857142857,15.3846153846,12.0481927711,9.8039215686,8.8495575221
37.5,32.5,2.5252525253,2.4213075061,10,15.3846153846,13.698630137,11.2359550562,10.101010101
38.5,33.5,1.968503937,11.6279069767,22.7272727273,20.8333333333,15.3846153846,12.3456790123,10.989010989
39.5,34.5,3.5460992908,10.101010101,14.9253731343,15.1515151515,13.5135135135,12.0481927711,11.2359550562
40.5,35.5,3.984063745,9.7087378641,12.0481927711,12.5,12.3456790123,11.9047619048,11.4942528736
41.5,36.5,2.3419203747,8,12.1951219512,13.3333333333,13.1578947368,12.6582278481,12.1951219512
42.5,37.5,3.7037037037,6.3291139241,11.7647058824,14.2857142857,14.2857142857,13.5135135135,12.987012987
43.5,38.5,2.5188916877,5.4945054945,12.5,15.625,15.3846153846,14.4927536232,13.698630137
44.5,39.5,2.849002849,5.9523809524,13.1578947368,16.393442623,16.1290322581,15.1515151515,14.4927536232
45.5,40.5,1.582278481,5.9880239521,15.3846153846,19.2307692308,18.1818181818,16.6666666667,15.873015873
46.5,41.5,2.0618556701,12.6582278481,25,25,21.7391304348,19.2307692308,18.1818181818
47.5,42.5,1.8691588785,13.5135135135,29.4117647059,30.303030303,25.641025641,22.2222222222,21.2765957447
48.5,43.5,1.872659176,9.7087378641,27.027027027,32.2580645161,27.7777777778,24.3902439024,22.7272727273
49.5,44.5,2.5906735751,8.1967213115,23.8095238095,30.303030303,26.3157894737,22.7272727273,20.8333333333
50.5,45.5,1.3966480447,10,24.3902439024,25.641025641,21.2765957447,18.1818181818,16.6666666667
51.5,46.5,3.0303030303,6.8965517241,12.987012987,14.7058823529,13.698630137,12.6582278481,12.0481927711
52.5,47.5,2.9325513196,7.4074074074,9.0909090909,9.009009009,8.9285714286,9.009009009,8.9285714286
53.5,48.5,2.9069767442,4.2194092827,5.4945054945,6.25,6.8027210884,7.299270073,7.4626865672
54.5,49.5,3.1948881789,4.0983606557,5.1813471503,5.9171597633,6.3694267516,6.711409396,6.9444444444
55.5,50.5,2.2026431718,1.9493177388,3.0769230769,4.4843049327,5.4945054945,6.0240963855,6.3291139241
56.5,51.5,1.9305019305,2.557544757,3.2051282051,3.984063745,4.6296296296,5,5.2631578947
57.5,52.5,2.3094688222,4.4247787611,4.2553191489,3.90625,3.8314176245,3.90625,4.048582996
58.5,53.5,2.624671916,3.7037037037,3.4722222222,3.0769230769,2.9239766082,2.9585798817,3.0674846626
59.5,54.5,2.3980815348,2.5839793282,2.6178010471,2.457002457,2.3696682464,2.4154589372,2.5252525253
60.5,55.5,1.9455252918,1.5923566879,2.0120724346,2.2075055188,2.2123893805,2.2421524664,2.3419203747
61.5,56.5,1.4577259475,1.1947431302,2.0491803279,2.4691358025,2.3640661939,2.2675736961,2.331002331
62.5,57.5,1.1248593926,1.7421602787,2.7855153203,2.7322404372,2.3255813953,2.1598272138,2.2371364653
63.5,58.5,0.7272727273,1.5673981191,1.8832391714,1.7391304348,1.6638935108,1.7761989343,2.024291498
64.5,59.5,0.7692307692,0.6075334143,0.6891798759,0.8583690987,1.1148272018,1.4749262537,1.8939393939
65.5,60.5,0.9514747859,1.1890606421,1.1402508552,1.1273957159,1.2610340479,1.572327044,2.0325203252
66.5,61.5,0.8257638315,2.2271714922,2.4691358025,1.976284585,1.7094017094,1.7889087657,2.1551724138
