14.5,9.5,0.9950248756,0.3374957813,0.1889644747,0.2065688907,0.3381805884,0.6317119394,1.1135857461
15.5,10.5,1.4124293785,0.4003202562,0.2107037505,0.2296738631,0.3538570418,0.5865102639,0.9124087591
16.5,11.5,1.8181818182,0.8136696501,0.4448398577,0.4108463435,0.4737091426,0.5558643691,0.6067961165
17.5,12.5,1.2853470437,0.998003992,0.6269592476,0.5608524958,0.5803830528,0.6045949214,0.6035003018
18.5,13.5,1.8181818182,1.6420361248,1.0493179433,0.8424599832,0.7598784195,0.705716302,0.6591957811
19.5,14.5,1.7574692443,1.9455252918,1.5455950541,1.2285012285,0.9960159363,0.834028357,0.7315288954
20.5,15.5,1.8867924528,2.380952381,2.3419203747,1.7793594306,1.2738853503,0.9615384615,0.7923930269
21.5,16.5,1.8552875696,2.5906735751,2.9585798817,2.2471910112,1.5105740181,1.066098081,0.8368200837
22.5,17.5,2.7855153203,2.5839793282,3.2786885246,2.6041666667,1.7152658662,1.1682242991,0.8880994671
23.5,18.5,2.3041474654,3.0303030303,3.937007874,3.0581039755,1.9607843137,1.2987012987,0.9671179884
24.5,19.5,2.5706940874,2.7624309392,3.8461538462,3.2154340836,2.1413276231,1.4409221902,1.0752688172
25.5,20.5,2.2321428571,3.4246575342,4.2194092827,3.3444816054,2.2675736961,1.582278481,1.2091898428
26.5,21.5,2.1052631579,4.1493775934,4.2016806723,3.1847133758,2.3041474654,1.7301038062,1.3793103448
27.5,22.5,2.6109660574,3.4246575342,3.2051282051,2.7932960894,2.3640661939,1.9646365422,1.6420361248
28.5,23.5,3.125,4.1666666667,3.8461538462,3.4246575342,2.9761904762,2.5188916877,2.1231422505
29.5,24.5,2.4813895782,5.7471264368,5.7142857143,5.1282051282,4.347826087,3.5460992908,2.8985507246
30.5,25.5,4.7619047619,4.3859649123,6.0975609756,7.299270073,6.5789473684,5.1020408163,3.9682539683
31.5,26.5,6.8493150685,6.0975609756,11.9047619048,14.2857142857,10.989010989,7.3529411765,5.2356020942
32.5,27.5,10.3092783505,14.9253731343,31.25,28.5714285714,17.2413793103,9.8039215686,6.4516129032
33.5,28.5,16.393442623,31.25,55.5555555556,41.6666666667,21.2765957447,11.6279069767,7.5187969925
34.5,29.5,18.5185185185,66.6666666667,71.4285714286,43.4782608696,22.2222222222,12.987012987,8.7719298246
35.5,30.5,41.6666666667,66.6666666667,58.8235294118,38.4615384615,23.2558139535,15.3846153846,11.2359550562
36.5,31.5,34.4827586207,76.9230769231,76.9230769231,50,31.25,20.8333333333,16.1290322581
37.5,32.5,19.2307692308,76.9230769231,108.154877785,76.9230769231,45.4545454545,29.4117647059,23.8095238095
38.5,33.5,12.5,47.619047619,100.4116879205,83.3333333333,52.6315789474,34.4827586207,27.7777777778
39.5,34.5,8,29.4117647059,76.9230769231,66.6666666667,41.6666666667,28.5714285714,23.2558139535
40.5,35.5,5.5555555556,34.4827586207,58.8235294118,43.4782608696,26.3157894737,17.5438596491,14.0845070423
