41.5,36.5,4.5454545455,13.8888888889,20.8333333333,17.5438596491,12.6582278481,9.5238095238,7.6923076923
42.5,37.5,5.8479532164,21.2765957447,20.4081632653,13.1578947368,8.7719298246,6.4102564103,5.076142132
43.5,38.5,4.0650406504,14.9253731343,18.1818181818,12.987012987,8.4745762712,5.8479532164,4.5045045045
44.5,39.5,3.0487804878,5.8479532164,13.5135135135,14.0845070423,9.8039215686,6.5359477124,4.9019607843
45.5,40.5,2.5316455696,3.8022813688,12.0481927711,15.625,11.2359550562,7.4074074074,5.5555555556
46.5,41.5,1.9455252918,3.7453183521,11.1111111111,14.4927536232,10.989010989,7.6923076923,6.0606060606
47.5,42.5,2.3752969121,3.3444816054,8.4033613445,10.8695652174,9.1743119266,7.2463768116,6.2893081761
48.5,43.5,2.3201856148,4.7169811321,7.4626865672,8,7.1942446043,6.4935064935,6.2893081761
49.5,44.5,2.8818443804,3.984063745,5.5865921788,5.9171597633,5.7803468208,5.8139534884,6.1728395062
50.5,45.5,1.8450184502,6.4516129032,7.0921985816,5.9171597633,5.3475935829,5.4644808743,6.0240963855
51.5,46.5,2.4449877751,5.3191489362,5.9523809524,5.3191489362,5,5.2356020942,5.8479532164
52.5,47.5,1.9920318725,5.6818181818,7.1428571429,6.1728395062,5.3475935829,5.2356020942,5.7142857143
53.5,48.5,1.5360983103,4.4247787611,7.2463768116,6.7567567568,5.6497175141,5.2356020942,5.5248618785
54.5,49.5,1.6977928693,2.3148148148,4.9261083744,5.8479532164,5.3191489362,5.0251256281,5.2631578947
55.5,50.5,1.8939393939,2.7100271003,5.2356020942,5.7803468208,5.1546391753,4.8309178744,5
56.5,51.5,1.6638935108,2.2727272727,4.5662100457,5.2083333333,4.7619047619,4.5248868778,4.6948356808
57.5,52.5,1.3140604468,1.6835016835,3.1847133758,3.984063745,4.0650406504,4.0983606557,4.329004329
58.5,53.5,1.1123470523,1.6977928693,2.5906735751,3.2051282051,3.5087719298,3.717472119,3.937007874
59.5,54.5,0.7507507508,2.1231422505,3.0395136778,3.3898305085,3.4722222222,3.5087719298,3.5842293907
60.5,55.5,0.5750431282,2.7932960894,3.95256917,3.8910505837,3.5587188612,3.3222591362,3.2051282051
61.5,56.5,0.7855459544,1.5060240964,2.4449877751,3.0864197531,3.1847133758,2.994011976,2.7700831025
62.5,57.5,0.9532888465,1.0964912281,2.1186440678,3.0769230769,3.2258064516,2.8901734104,2.5252525253
63.5,58.5,0.8183306056,0.900090009,2.2321428571,3.5842293907,3.6231884058,2.9673590504,2.3696682464
64.5,59.5,0.8333333333,0.8833922261,2.2573363431,3.8167938931,3.861003861,2.9673590504,2.1929824561
65.5,60.5,0.700280112,0.7880220646,2.0408163265,3.5971223022,3.7453183521,2.8735632184,2.0449897751
66.5,61.5,0.4612546125,0.935453695,2.0876826722,3.367003367,3.5335689046,2.7322404372,2.0449897751
